ID_RESENA,PK_RELACIONAL,NOMBRE_RECURSO,BARRIO_RECURSO,CATEGORIA_RECURSO,TEXTO_RESENA,CALIFICACION,FECHA,IDIOMA,AUTOR_SINTETICO,DATASET_SINTETICO
C0000156,R000090,PETIT PALACE PLAZA ESPAÑA,Palacio,restaurantes,"La verdad, raciones normales, ambiente sencillo. Ni fu ni fa.",4,2025-06-23,es,Liam C.,True
C0000157,R000090,PETIT PALACE PLAZA ESPAÑA,Palacio,restaurantes,"Honestly, a bit crowded, it was okay, nothing special but fine.",3,2023-11-05,en,Laura B.,True
C0000158,R000090,PETIT PALACE PLAZA ESPAÑA,Palacio,restaurantes,"Muy recomendable. Terraza agradable para cenar, las tapas riquisimas, buena relacion calidad-precio. Merece mucho la pena.",5,2023-03-18,es,Pablo T.,True
C0000159,R000093,ELEMENTAL BISTRO,Universidad,restaurantes,"Overall, a bit crowded, average overall.",3,2025-11-16,en,Liam T.,True
C0000160,R000093,ELEMENTAL BISTRO,Universidad,restaurantes,"Las tapas riquisimas, el pescado y la carne de primera, la comida estaba deliciosa. Merece mucho la pena.",4,2025-01-09,es,Carlos V.,True
C0000161,R000094,STARBUCKS,Universidad,restaurantes,"Muy recomendable. El servicio atento y cercano, postres caseros deliciosos. Un 10.",5,2025-04-02,es,Chiara M.,True
C0000162,R000096,PARRILLA DE MARIA,Universidad,restaurantes,"Volveremos seguro. La comida estaba deliciosa, el pescado y la carne de primera. Lo recomiendo.",5,2024-05-23,es,Sophie S.,True
C0000163,R000097,STARBUCKS COFFE,Palacio,restaurantes,"Repetiremos. Platos caseros llenos de sabor, raciones generosas. Volveremos.",5,2025-09-11,es,Sofia G.,True
C0000164,R000097,STARBUCKS COFFE,Palacio,restaurantes,"Loved it. Beautiful and well kept, a wonderful experience.",5,2025-01-17,en,John V.,True
C0000165,R000098,CHILA HUNAN CUISINE,Palacio,restaurantes,"Loved it. Stunning place, the staff were lovely, the food was delicious.",5,2023-06-24,en,Diego M.,True
C0000166,R000098,CHILA HUNAN CUISINE,Palacio,restaurantes,"Ein wunderbares Erlebnis, toller Ort, freundliches Personal.",4,2025-02-26,de,Marta T.,True
C0000167,R000098,CHILA HUNAN CUISINE,Palacio,restaurantes,"Highly recommended. Stunning place, a wonderful experience.",5,2024-02-03,en,Diego H.,True
C0000168,R000098,CHILA HUNAN CUISINE,Palacio,restaurantes,"Muy recomendable. La comida estaba deliciosa, cocina tradicional bien ejecutada, terraza agradable para cenar. Volveremos.",5,2023-09-18,es,Ana R.,True
C0000169,R000098,CHILA HUNAN CUISINE,Palacio,restaurantes,"El pescado y la carne de primera, productos muy frescos, la paella espectacular. Merece mucho la pena.",5,2024-03-15,es,Emma C.,True
C0000170,R000099,PREP LA CREPE,Sol,restaurantes,"Loved it. A wonderful experience, beautiful and well kept, clean and welcoming.",5,2025-05-15,en,Tom R.,True
C0000171,R000101,RESTAURANTE ASIATICO,Palacio,restaurantes,"One of the highlights of our trip, the food was delicious, the staff were lovely.",4,2024-02-21,en,Hans V.,True
C0000172,R000101,RESTAURANTE ASIATICO,Palacio,restaurantes,"Highly recommended. Clean and welcoming, great value for money.",5,2024-06-22,en,Emma B.,True
C0000173,R000102,CERVECERIA RESTAURANTE ROYAL,Palacio,restaurantes,"Repetiremos. Raciones generosas, las tapas riquisimas. Merece mucho la pena.",4,2023-01-13,es,Chiara S.,True
C0000174,R000103,LA TOSCANA,Palacio,restaurantes,"Repetiremos. El servicio atento y cercano, las tapas riquisimas, postres caseros deliciosos. Un 10.",5,2025-06-14,es,Luis P.,True
C0000175,R000103,LA TOSCANA,Palacio,restaurantes,"Loved it. A wonderful experience, beautiful and well kept.",5,2025-09-01,en,Pedro C.,True
C0000176,R000103,LA TOSCANA,Palacio,restaurantes,"Volveremos seguro. Buena relacion calidad-precio, productos muy frescos. Volveremos.",5,2023-08-11,es,Ana L.,True
C0000177,R000106,FREAKS BURGUER,Justicia,restaurantes,"Correct sans plus, dans la moyenne, un peu bonde.",5,2025-06-19,fr,Marie R.,True
C0000178,R000106,FREAKS BURGUER,Justicia,restaurantes,"En general, cumple para una comida rapida, la comida correcta sin destacar. Cumple.",4,2023-05-22,es,Sergio G.,True
C0000179,R000108,BAR RESTAURANTE,Embajadores,restaurantes,"Volveremos seguro. Productos muy frescos, cocina tradicional bien ejecutada, el vino de la casa acompaña genial.",5,2025-10-27,es,Chiara T.,True
C0000180,R000108,BAR RESTAURANTE,Embajadores,restaurantes,"Las tapas riquisimas, terraza agradable para cenar. Merece mucho la pena.",5,2024-09-26,es,Ana V.,True
C0000181,R000108,BAR RESTAURANTE,Embajadores,restaurantes,"Repetiremos. Terraza agradable para cenar, cocina tradicional bien ejecutada. Volveremos.",5,2023-08-25,es,Hans L.,True
C0000182,R000109,LA TAPERIA,Cortes,restaurantes,"Las tapas riquisimas, buena relacion calidad-precio. Lo recomiendo.",5,2023-06-11,es,Javier P.,True
C0000183,R000110,BAR LA ESPERANZA,Palacio,restaurantes,"Highly recommended. We loved every minute, clean and welcoming.",4,2023-01-08,en,Marta R.,True
C0000184,R000111,TEATRO ESPAÑOL,Cortes,cultura,"Nos encanto. Una coleccion impresionante, una joya del arte en Madrid, obras espectaculares. Volveremos.",5,2025-09-20,es,Clara F.,True
C0000185,R000112,TIMS,Sol,restaurantes,"Repetiremos. Terraza agradable para cenar, las tapas riquisimas, el vino de la casa acompaña genial. Merece mucho la pena.",5,2025-10-11,es,Javier P.,True
C0000186,R000112,TIMS,Sol,restaurantes,"Repetiremos. Cocina tradicional bien ejecutada, el vino de la casa acompaña genial, platos caseros llenos de sabor. Volveremos.",4,2023-12-19,es,Laura M.,True
C0000187,R000114,EL MINIBAR,Palacio,restaurantes,"Repetiremos. El pescado y la carne de primera, la paella espectacular. Un 10.",5,2023-11-07,es,Hans L.,True
C0000188,R000115,LA DE ESPRONCEDA,Embajadores,restaurantes,"Beautiful and well kept, stunning place, we loved every minute.",5,2023-08-19,en,Ana P.,True
C0000189,R000117,LANDER URQUIJO,Justicia,deporte,"Volveremos seguro. Buena relacion calidad-precio, piscina en buen estado, instalaciones limpias y bien equipadas.",5,2025-05-16,es,Pedro P.,True
C0000190,R000118,LA MANDUCA DE AZAGRA,Justicia,restaurantes,"Para ser sinceros, cumple para una comida rapida, carta corta pero suficiente, la comida correcta sin destacar. Cumple.",3,2024-10-27,es,Giulia L.,True
C0000191,R000118,LA MANDUCA DE AZAGRA,Justicia,restaurantes,"Great value for money, a wonderful experience, the staff were lovely.",5,2023-03-20,en,Tom B.,True
C0000192,R000118,LA MANDUCA DE AZAGRA,Justicia,restaurantes,"Repetiremos. La paella espectacular, el vino de la casa acompaña genial, el servicio atento y cercano. Volveremos.",5,2025-04-21,es,Anna T.,True
C0000193,R000118,LA MANDUCA DE AZAGRA,Justicia,restaurantes,"El local estaba sucio, el trato fue borde.",3,2025-07-25,es,Emma G.,True
C0000194,R000118,LA MANDUCA DE AZAGRA,Justicia,restaurantes,"Muy recomendable. La comida estaba deliciosa, productos muy frescos. Volveremos.",5,2024-05-21,es,Carlos F.,True
C0000195,R000118,LA MANDUCA DE AZAGRA,Justicia,restaurantes,"El local estaba sucio, caro para lo que ofrecen, nos cobraron de mas. No volvere.",2,2025-06-19,es,Ivan V.,True
C0000196,R000118,LA MANDUCA DE AZAGRA,Justicia,restaurantes,"Une tres belle experience, endroit magnifique, on a adore.",4,2025-05-29,fr,Paul P.,True
C0000197,R000118,LA MANDUCA DE AZAGRA,Justicia,restaurantes,"La comida llego fria, demasiado ruido dentro. Muy mejorable.",2,2024-09-18,es,Clara C.,True
C0000198,R000118,LA MANDUCA DE AZAGRA,Justicia,restaurantes,"Hat uns sehr gefallen, ein wunderbares Erlebnis.",5,2025-02-21,de,Diego F.,True
C0000199,R000118,LA MANDUCA DE AZAGRA,Justicia,restaurantes,"Ambiente sencillo, cumple para una comida rapida. Ni fu ni fa.",3,2023-05-05,es,Elena G.,True
C0000200,R000118,LA MANDUCA DE AZAGRA,Justicia,restaurantes,"The staff were lovely, great value for money.",5,2024-04-08,en,Luis F.,True
C0000201,R000119,MANDRAKE ,Palacio,restaurantes,"Ambiente acogedor, platos caseros llenos de sabor. Lo recomiendo.",5,2024-03-07,es,Ana C.,True
C0000202,R000120,MALASPINA,Sol,restaurantes,"Muy recomendable. Raciones generosas, platos caseros llenos de sabor. Volveremos.",4,2023-07-23,es,Laura H.,True
C0000203,R000120,MALASPINA,Sol,restaurantes,"Para ser sinceros, cumple para una comida rapida, el servicio algo lento pero amable, raciones normales. Ni fu ni fa.",5,2023-02-01,es,Tom R.,True
C0000204,R000121,RÃ³TULO NO INFORMADO,Sol,restaurantes,"Une tres belle experience, endroit magnifique.",4,2023-12-31,fr,Hans P.,True
C0000205,R000122,SINDIBAD BAGDAD,Sol,restaurantes,"Repetiremos. Raciones generosas, el vino de la casa acompaña genial. Un 10.",5,2023-08-19,es,Tom B.,True
C0000206,R000122,SINDIBAD BAGDAD,Sol,restaurantes,"Cocina tradicional bien ejecutada, la paella espectacular. Un 10.",4,2023-08-07,es,Tom L.,True
C0000207,R000122,SINDIBAD BAGDAD,Sol,restaurantes,"Highly recommended. Stunning place, clean and welcoming.",5,2024-10-08,en,Paul L.,True
C0000208,R000122,SINDIBAD BAGDAD,Sol,restaurantes,"Repetiremos. Las tapas riquisimas, productos muy frescos, el pescado y la carne de primera. Merece mucho la pena.",4,2025-03-19,es,Sofia L.,True
C0000209,R000123,100 MONTADITOS,Sol,restaurantes,"Repetiremos. Platos caseros llenos de sabor, terraza agradable para cenar. Merece mucho la pena.",4,2023-08-12,es,Tom T.,True
C0000210,R000123,100 MONTADITOS,Sol,restaurantes,"One of the highlights of our trip, a wonderful experience, absolutely worth the visit.",5,2023-08-26,en,Chiara T.,True
C0000211,R000123,100 MONTADITOS,Sol,restaurantes,"Honestly, it was okay, a bit crowded, decent for a quick visit.",4,2025-02-03,en,Nuria L.,True
C0000212,R000123,100 MONTADITOS,Sol,restaurantes,"Raciones generosas, terraza agradable para cenar, el vino de la casa acompaña genial. Lo recomiendo.",4,2024-10-27,es,Clara T.,True
C0000213,R000123,100 MONTADITOS,Sol,restaurantes,"Toller Ort, gutes Preis-Leistungs-Verhaeltnis.",5,2024-07-12,de,Emma F.,True
C0000214,R000123,100 MONTADITOS,Sol,restaurantes,"Sehr enttaeuschend, zu voll.",2,2024-07-27,de,Emma G.,True
C0000215,R000123,100 MONTADITOS,Sol,restaurantes,"Muy recomendable. Las tapas riquisimas, el vino de la casa acompaña genial. Merece mucho la pena.",5,2025-10-17,es,Anna G.,True
C0000216,R000125,TABERNA MACEIRAS,Cortes,restaurantes,"Muy recomendable. La paella espectacular, la comida estaba deliciosa. Un 10.",5,2023-06-19,es,Giulia F.,True
C0000217,R000125,TABERNA MACEIRAS,Cortes,restaurantes,"Decent for a quick visit, nothing special but fine.",3,2024-03-23,en,Emma C.,True
C0000218,R000125,TABERNA MACEIRAS,Cortes,restaurantes,"Volveremos seguro. Las tapas riquisimas, ambiente acogedor. Un 10.",5,2024-04-10,es,Marta F.,True
C0000219,R000126,EL COGOLLO DE LA DESCARGA,Sol,restaurantes,"Repetiremos. Productos muy frescos, la paella espectacular. Lo recomiendo.",5,2024-12-09,es,Sophie R.,True
C0000220,R000126,EL COGOLLO DE LA DESCARGA,Sol,restaurantes,"Nothing special but fine, a bit crowded, average overall.",4,2023-09-04,en,Pablo M.,True
C0000221,R000126,EL COGOLLO DE LA DESCARGA,Sol,restaurantes,"Terraza agradable para cenar, postres caseros deliciosos. Un 10.",5,2025-01-09,es,Olivia L.,True
C0000222,R000126,EL COGOLLO DE LA DESCARGA,Sol,restaurantes,"Muy recomendable. Las tapas riquisimas, postres caseros deliciosos. Volveremos.",5,2023-01-11,es,Giulia P.,True
C0000223,R000126,EL COGOLLO DE LA DESCARGA,Sol,restaurantes,"The food was delicious, clean and welcoming.",5,2025-02-13,en,Joao H.,True
C0000224,R000126,EL COGOLLO DE LA DESCARGA,Sol,restaurantes,"En general, el servicio algo lento pero amable, la comida correcta sin destacar, ambiente sencillo. Cumple.",3,2024-07-08,es,Nuria M.,True
C0000225,R000126,EL COGOLLO DE LA DESCARGA,Sol,restaurantes,"Nos encanto. El vino de la casa acompaña genial, terraza agradable para cenar, raciones generosas. Volveremos.",5,2024-05-04,es,Marta G.,True
C0000226,R000126,EL COGOLLO DE LA DESCARGA,Sol,restaurantes,"Personnel adorable, excellent rapport qualite-prix.",5,2023-04-01,fr,Marta M.,True
C0000227,R000128,HOTELES SENATOR,Sol,restaurantes,"Overall, nothing special but fine, a bit crowded, average overall.",3,2024-09-12,en,Hans F.,True
C0000228,R000128,HOTELES SENATOR,Sol,restaurantes,"Honestly, it was okay, nothing special but fine, average overall.",3,2023-10-17,en,Luis G.,True
C0000229,R000132,TABERNA EL BUHO CHUECA,Justicia,restaurantes,"Muy recomendable. Postres caseros deliciosos, la comida estaba deliciosa.",4,2025-11-04,es,Lucia B.,True
C0000230,R000135,MUSEO DEL JAMON,Sol,restaurantes,"Ci e piaciuto molto, posto stupendo.",5,2024-05-05,it,Marco S.,True
C0000231,R000135,MUSEO DEL JAMON,Sol,restaurantes,"Ci e piaciuto molto, posto stupendo, un'esperienza bellissima.",5,2025-01-03,it,Joao S.,True
C0000232,R000136,HOTEL INNSIDE MADRID GRAN VIA,Universidad,restaurantes,"Volveremos seguro. El vino de la casa acompaña genial, raciones generosas, la comida estaba deliciosa. Lo recomiendo.",5,2025-10-14,es,Hans T.,True
C0000233,R000136,HOTEL INNSIDE MADRID GRAN VIA,Universidad,restaurantes,"Un'esperienza bellissima, ci e piaciuto molto, ottimo rapporto qualita-prezzo.",4,2024-04-19,it,Sophie M.,True
C0000234,R000137,LA NIETA CARMELA,Palacio,restaurantes,"En general, carta corta pero suficiente, la comida correcta sin destacar. Sin mas.",3,2023-08-06,es,Chiara T.,True
C0000235,R000137,LA NIETA CARMELA,Palacio,restaurantes,"Loved it. Absolutely worth the visit, one of the highlights of our trip, clean and welcoming.",4,2023-07-24,en,Giulia V.,True
C0000236,R000137,LA NIETA CARMELA,Palacio,restaurantes,"En general, la comida correcta sin destacar, raciones normales. Sin mas.",4,2024-08-09,es,Olivia G.,True
C0000237,R000137,LA NIETA CARMELA,Palacio,restaurantes,"Platos sin sabor, el trato fue borde, la comida llego fria. No volvere.",2,2024-04-21,es,Paul S.,True
C0000238,R000138,AZAR CASINOS SOL,Sol,ocio,"Loved it. The food was delicious, great value for money.",4,2023-09-22,en,Clara V.,True
C0000239,R000138,AZAR CASINOS SOL,Sol,ocio,"Ideal para ir con amigos, gran ambiente. Un 10.",4,2024-01-27,es,Pablo L.,True
C0000240,R000138,AZAR CASINOS SOL,Sol,ocio,"Loved it. One of the highlights of our trip, stunning place.",4,2023-01-22,en,Anna L.,True
C0000241,R000138,AZAR CASINOS SOL,Sol,ocio,"Nos encanto. Gran ambiente, perfecto para una tarde diferente.",5,2025-08-17,es,Pablo G.,True
C0000242,R000139,LA SANABRESA,Cortes,restaurantes,"Loved it. Clean and welcoming, one of the highlights of our trip, we loved every minute.",4,2025-02-05,en,Nuria S.,True
C0000243,R000139,LA SANABRESA,Cortes,restaurantes,"Highly recommended. Stunning place, we loved every minute.",5,2024-03-17,en,Luis T.,True
C0000244,R000139,LA SANABRESA,Cortes,restaurantes,"La verdad, cumple para una comida rapida, carta corta pero suficiente, precio ajustado.",5,2023-03-11,es,Elena R.,True
C0000245,R000139,LA SANABRESA,Cortes,restaurantes,"Repetiremos. El vino de la casa acompaña genial, raciones generosas. Volveremos.",5,2023-04-29,es,Ana S.,True
C0000246,R000139,LA SANABRESA,Cortes,restaurantes,"En general, carta corta pero suficiente, raciones normales, el servicio algo lento pero amable.",3,2023-10-07,es,Ana F.,True
C0000247,R000139,LA SANABRESA,Cortes,restaurantes,"Volveremos seguro. El pescado y la carne de primera, las tapas riquisimas. Volveremos.",5,2023-05-27,es,Clara G.,True
C0000248,R000139,LA SANABRESA,Cortes,restaurantes,"El servicio algo lento pero amable, la comida correcta sin destacar. Sin mas.",3,2023-06-26,es,Diego T.,True
C0000249,R000139,LA SANABRESA,Cortes,restaurantes,"Muy recomendable. La paella espectacular, cocina tradicional bien ejecutada, platos caseros llenos de sabor. Un 10.",5,2024-01-24,es,Sergio F.,True
C0000250,R000140,MARINA VENTURA,Cortes,restaurantes,"Volveremos seguro. Terraza agradable para cenar, las tapas riquisimas. Merece mucho la pena.",4,2025-07-07,es,Elena L.,True
C0000251,R000140,MARINA VENTURA,Cortes,restaurantes,"Para ser sinceros, cumple para una comida rapida, la comida correcta sin destacar. Cumple.",3,2024-10-02,es,Nuria R.,True
C0000252,R000143,PIZZERIA-TRATTORIA TOTO E PEPPINO,Justicia,restaurantes,"Honestly, average overall, it was okay, decent for a quick visit.",3,2025-08-30,en,Marie T.,True
C0000253,R000143,PIZZERIA-TRATTORIA TOTO E PEPPINO,Justicia,restaurantes,"El trato fue borde, demasiado ruido dentro, tardaron muchisimo en servir.",2,2023-07-18,es,Lucia B.,True
C0000254,R000143,PIZZERIA-TRATTORIA TOTO E PEPPINO,Justicia,restaurantes,"Personale gentile, un'esperienza bellissima, ottimo rapporto qualita-prezzo.",4,2024-12-16,it,Joao P.,True
C0000255,R000143,PIZZERIA-TRATTORIA TOTO E PEPPINO,Justicia,restaurantes,"Una pena. El local estaba sucio, demasiado ruido dentro. No lo recomiendo.",2,2023-03-14,es,Marie V.,True
C0000256,R000143,PIZZERIA-TRATTORIA TOTO E PEPPINO,Justicia,restaurantes,"Para ser sinceros, cumple para una comida rapida, carta corta pero suficiente. Sin mas.",3,2024-09-23,es,Pedro H.,True
C0000257,R000145,HOTEL MADRISOL,Cortes,restaurantes,"La verdad, el servicio algo lento pero amable, la comida correcta sin destacar, carta corta pero suficiente. Sin mas.",5,2024-09-19,es,Emma R.,True
C0000258,R000146,NAIA,Palacio,restaurantes,"En general, el servicio algo lento pero amable, precio ajustado.",3,2023-12-14,es,Giulia S.,True
C0000259,R000148,LA FINCA DE SUSANA,Cortes,restaurantes,"Volveremos seguro. Cocina tradicional bien ejecutada, las tapas riquisimas. Volveremos.",5,2023-09-17,es,Javier R.,True
C0000260,R000148,LA FINCA DE SUSANA,Cortes,restaurantes,"Honestly, average overall, nothing special but fine.",3,2024-09-14,en,Joao T.,True
C0000261,R000148,LA FINCA DE SUSANA,Cortes,restaurantes,"Correct sans plus, bien pour une visite rapide, un peu bonde.",3,2025-11-24,fr,Elena S.,True
C0000262,R000148,LA FINCA DE SUSANA,Cortes,restaurantes,"Volveremos seguro. Productos muy frescos, terraza agradable para cenar. Volveremos.",5,2025-02-05,es,Pablo F.,True
C0000263,R000148,LA FINCA DE SUSANA,Cortes,restaurantes,"Repetiremos. El servicio atento y cercano, platos caseros llenos de sabor. Volveremos.",5,2023-12-28,es,Giulia P.,True
C0000264,R000149,BLÚME,Cortes,restaurantes,"The staff were lovely, great value for money, one of the highlights of our trip.",4,2023-11-15,en,Sergio G.,True
C0000265,R000153,RESTAURANTE P DE PISCO,Sol,restaurantes,"Productos muy frescos, la paella espectacular, terraza agradable para cenar.",5,2024-11-05,es,Joao G.,True
C0000266,R000153,RESTAURANTE P DE PISCO,Sol,restaurantes,"El servicio algo lento pero amable, cumple para una comida rapida. Cumple.",5,2025-02-20,es,Nuria P.,True
C0000267,R000154,RIBS STEAK HOUSE,Sol,restaurantes,"Platos caseros llenos de sabor, ambiente acogedor. Lo recomiendo.",5,2023-10-11,es,Pedro P.,True
C0000268,R000154,RIBS STEAK HOUSE,Sol,restaurantes,"Volveremos seguro. Terraza agradable para cenar, platos caseros llenos de sabor. Merece mucho la pena.",4,2024-09-27,es,Giulia P.,True
